"a","ShowYourWork Init","","","000","ShowYourWork Init","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454362013","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","327","1659454362014","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","N","","327","1659454370908","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","N",,"328","1659454370908","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","258","1659454370913","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","ta","","258","1659454370914","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","        // if inserting the first item
","","173","1659454370913","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","    // if inserting the first item
    ","177","1659454370913","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","","201","1659454370913","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","ta","258","1659454370913","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","258","1659454370914","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","","279","1659454370913","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","288","1659454370913","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","328","1659454370998","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","o","","328","1659454370999","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","o",,"329","1659454371000","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","329","1659454371005","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","329","1659454371115","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","329","1659454371116","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"330","1659454371117","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","330","1659454371122","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","330","1659454371237","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","330","1659454371238","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"331","1659454371239","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","331","1659454371252","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","331","1659454371341","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","331","1659454371346","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"332","1659454371346","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","332","1659454371440","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"333","1659454371440","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","333","1659454371444","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","333","1659454371520","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","o","","333","1659454371521","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","o",,"334","1659454371522","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","334","1659454371593","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"335","1659454371595","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","335","1659454371767","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"336","1659454371767","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","336","1659454371770","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"337","1659454371770","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","337","1659454371775","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","337","1659454371902","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","=","","337","1659454371903","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","=",,"338","1659454371903","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454372097","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","=","337","1659454372098","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454372218","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","e","336","1659454372219","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454372336","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","335","1659454372337","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","335","1659454372397","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"336","1659454372398","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","336","1659454372401","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","336","1659454372522","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","=","","336","1659454372523","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","=",,"337","1659454372523","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","337","1659454372622","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"338","1659454372622","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","b","","338","1659454372751","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","b",,"339","1659454372752","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","339","1659454372754","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"340","1659454372755","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","340","1659454372762","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","340","1659454372863","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","340","1659454372864","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"341","1659454372863","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454373036","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","e","340","1659454373037","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454373171","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","n","339","1659454373172","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454373281","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","b","338","1659454373282","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454373405","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","337","1659454373406","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454373504","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","=","336","1659454373505","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","336","1659454373742","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"337","1659454373742","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454374128","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454374246","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454374397","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Move Caret to Line End",,,"1659454374675","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Enter",,,"1659454374917","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","    
        ","","308","1659454374918","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","        ","","312","1659454374922","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","r","","320","1659454375040","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","r",,"321","1659454375041","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","                r
    ","304","1659454375053","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","            r 
        ","","308","1659454375053","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","321","1659454375126","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","321","1659454375127","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"322","1659454375127","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","t","","322","1659454375215","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","t",,"323","1659454375215","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454375518","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","t","322","1659454375519","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454375653","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","e","321","1659454375654","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454375793","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","r","320","1659454375794","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Up",,,"1659454376037","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Move Caret to Line End",,,"1659454376229","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",";","","299","1659454376655","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k",";",,"300","1659454376656","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Enter",,,"1659454376932","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","
            ","","313","1659454376934","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","r","","313","1659454377104","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","r",,"314","1659454377105","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","",";","299","1659454377110","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","    ","","300","1659454377111","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","r","316","1659454377110","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","    r ","","316","1659454377111","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",";","","299","1659454377110","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","        ","301","1659454377111","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","314","1659454377202","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","314","1659454377203","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"315","1659454377205","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","315","1659454377222","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","315","1659454377275","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","t","","315","1659454377276","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","t",,"316","1659454377277","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","316","1659454377287","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","316","1659454377446","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","u","","316","1659454377447","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","u",,"317","1659454377448","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","r","","317","1659454377456","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","r",,"318","1659454377458","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","318","1659454377600","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"319","1659454377604","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",";","","319","1659454378141","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k",";",,"320","1659454378141","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454378389","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454378645","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","340","1659454378646","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","       ","333","1659454378646","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454378969","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","332","1659454378970","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","       
    ","325","1659454378971","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454379241","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","",";","319","1659454379242","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",";","","319","1659454379851","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k",";",,"320","1659454379852","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454380082","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454380135","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Down",,,"1659454380427","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Move Caret to Line End",,,"1659454380842","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","358","1659454381193","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"358","1659454381193","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","=","","358","1659454381313","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","=",,"359","1659454381313","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","360","1659454382178","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"360","1659454382178","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","h","","360","1659454382865","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","h",,"361","1659454382866","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","urn;","316","1659454382870","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," 
                    ","","316","1659454382871","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","380","1659454382870","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," 
                    ","316","1659454382870","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","urn;","","316","1659454382871","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","361","1659454382924","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","361","1659454382925","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"362","1659454382926","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","363","1659454382931","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","362","1659454383048","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","a","","362","1659454383049","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","a",,"363","1659454383050","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","364","1659454383054","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","363","1659454383105","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","363","1659454383106","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"364","1659454383117","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Tab",,,"1659454383396","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","    ","","365","1659454383397","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454383760","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","368","1659454383761","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454383873","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","367","1659454383874","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454384012","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","366","1659454384013","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454384142","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","365","1659454384143","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",";","","364","1659454384604","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k",";",,"365","1659454384605","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Enter",,,"1659454385130","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","
        ","","365","1659454385131","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","374","1659454385132","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","w","","374","1659454387272","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","w",,"375","1659454387273","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","375","1659454387277","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","375","1659454387360","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","h","","375","1659454387361","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","h",,"376","1659454387362","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","376","1659454387367","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","376","1659454387435","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","i","","376","1659454387436","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","i",,"377","1659454387437","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","l","","377","1659454387487","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","l",,"378","1659454387489","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","378","1659454387582","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"379","1659454387588","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","(","","379","1659454387766","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",")","","380","1659454387767","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","(",,"380","1659454387767","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k",")",,"381","1659454387829","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454388136","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","380","1659454388680","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"381","1659454388680","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","381","1659454388685","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","381","1659454388729","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","o","","381","1659454388730","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","o",,"382","1659454388730","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","382","1659454388735","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","382","1659454388823","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","382","1659454388824","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"383","1659454388825","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","383","1659454388830","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","383","1659454388980","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","383","1659454388981","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"384","1659454388986","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",".","","384","1659454389293","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k",".",,"385","1659454389293","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","385","1659454389297","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","385","1659454389438","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","385","1659454389439","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"386","1659454389440","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Choose Lookup Item Replace",,,"1659454389967","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","ext","","386","1659454389970","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","389","1659454390321","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"390","1659454390322","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","!","","390","1659454390531","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","!",,"391","1659454390532","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","-","","391","1659454390743","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","-",,"392","1659454390744","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","-","","392","1659454390856","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","-",,"393","1659454390857","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","=","","393","1659454390869","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","=",,"394","1659454390869","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454391163","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","=","393","1659454391164","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454391288","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","-","392","1659454391288","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454391395","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","-","391","1659454391396","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","=","","391","1659454391530","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","=",,"392","1659454391530","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454391539","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","=","391","1659454391540","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","=","","391","1659454391957","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","=",,"392","1659454391957","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","392","1659454393580","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"393","1659454393580","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","393","1659454393820","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"394","1659454393820","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","394","1659454393827","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","394","1659454393987","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","u","","394","1659454393988","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","u",,"395","1659454393989","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","395","1659454393995","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","395","1659454394073","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","l","","395","1659454394074","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","l",,"396","1659454394075","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","396","1659454394079","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","396","1659454394237","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","l","","396","1659454394238","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","l",,"397","1659454394250","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Right",,,"1659454394528","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","398","1659454394823","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"399","1659454394823","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","{","","399","1659454395023","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","{",,"400","1659454395023","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","}","","400","1659454395095","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","}",,"401","1659454395095","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Left",,,"1659454395325","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Enter",,,"1659454395562","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","
        ","","400","1659454395563","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","        
","","401","1659454395566","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","    ","","409","1659454395566","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","413","1659454401794","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"414","1659454401794","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","l)","396","1659454401798","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","412","1659454401798","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","l)","","396","1659454401799","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","414","1659454401875","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","o","","414","1659454401876","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","o",,"415","1659454401876","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","415","1659454401887","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","415","1659454402041","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","415","1659454402042","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"416","1659454402042","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","416","1659454402046","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","416","1659454402160","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","416","1659454402161","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"417","1659454402168","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","417","1659454402603","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"418","1659454402604","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","=","","418","1659454402696","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","=",,"419","1659454402696","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454402705","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","=","418","1659454402706","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","418","1659454402819","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"419","1659454402819","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","419","1659454402958","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"420","1659454402958","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","420","1659454402963","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454403148","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","n ","419","1659454403149","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454403283","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","418","1659454403283","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Backspace",,,"1659454403397","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","417","1659454403401","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","417","1659454403525","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"418","1659454403526","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","=","","418","1659454403593","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","=",,"419","1659454403593","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","419","1659454403751","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k"," ",,"420","1659454403752","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","420","1659454403866","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"421","1659454403866","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","421","1659454403871","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","421","1659454403924","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","o","","421","1659454403925","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","o",,"422","1659454403926","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","422","1659454403930","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","422","1659454404048","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","422","1659454404049","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"423","1659454404051","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","423","1659454404057","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Choose Lookup Item Replace",,,"1659454404317","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","423","1659454404319","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","423","1659454404320","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",".","","424","1659454404498","LinkedList.java","1.1.3 for 2021-2022 @t1",
